srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,crimetime,vri_name1,geometry
5004M00000e118QQAQ,20-00424826,SW-HGW,API,2020-07-08T19:33:21Z,Open,2020-07-08T19:33:21Z,2020-08-19T19:33:21Z,Solid Waste,Service Response,"2128 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288817647545905,-76.65097579943291,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6509757994329, 39.2888176475459)"
5004M00000e11CcQAI,20-00424881,SW-HGW,API,2020-07-08T19:43:10Z,Open,2020-07-08T19:43:10Z,2020-08-19T19:43:10Z,Solid Waste,Service Response,"2130 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288816797808295,-76.65102378201888,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6510237820189, 39.2888167978083)"
5004M00000e1FmJQAU,20-00432556,SW-HGW,API,2020-07-10T19:54:17Z,Open,2020-07-10T19:54:17Z,2020-08-21T19:54:16Z,Solid Waste,Service Response,"13 N SMALLWOOD ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28859857249969,-76.65135958838954,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6513595883895, 39.2885985724997)"
5004M00000e1dtFQAQ,20-00445090,SW-Cleaning,API,2020-07-15T15:53:11Z,Open,2020-07-15T15:53:11Z,2020-08-26T15:53:11Z,Solid Waste,Service Response,"12 S SMALLWOOD ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28735053970023,-76.65161844660558,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6516184466056, 39.2873505397002)"
5004M00000e1dtyQAA,20-00445098,SW-HGW,API,2020-07-15T15:54:00Z,Open,2020-07-15T15:54:00Z,2020-08-26T15:54:00Z,Solid Waste,Service Response,"5 N SMALLWOOD ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28844821860307,-76.65135416717395,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6513541671739, 39.2884482186031)"
5004M00000e1dzNQAQ,20-00445146,SW-HGW,API,2020-07-15T16:03:19Z,Open,2020-07-15T16:03:19Z,2020-08-26T16:03:19Z,Solid Waste,Service Response,"19 N SMALLWOOD ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28874748073881,-76.65136423987528,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6513642398753, 39.2887474807388)"
5004M00000e1eIKQAY,20-00445308,SW-Cleaning,API,2020-07-15T16:43:09Z,Open,2020-07-15T16:43:08Z,2020-08-26T16:43:08Z,Solid Waste,Service Response,"23 N SMALLWOOD ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28882840445153,-76.65137273449247,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6513727344925, 39.2888284044515)"
5004M00000eoE2aQAE,20-00549083,SW-HGW,API,2020-08-17T14:03:11Z,Open,2020-08-17T14:03:10Z,2020-09-29T14:03:10Z,Solid Waste,Service Response,"2122 W BALTIMORE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288149488932774,-76.65088114749183,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6508811474918, 39.2881494889328)"
5004M00000ep9bNQAQ,20-00579977,SW-HGW,API,2020-08-26T13:43:12Z,Open,2020-08-26T13:43:12Z,2020-10-08T13:43:12Z,Solid Waste,Service Response,"2124 W BALTIMORE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.2881480405164,-76.65092902524003,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.65092902524, 39.2881480405164)"
5004M00000fWl0QQAS,20-00629779,SW-HGW,API,2020-09-14T12:43:11Z,Open,2020-09-14T12:43:11Z,2020-10-27T12:43:11Z,Solid Waste,Service Response,"2207 W BALTIMORE ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28778955056582,-76.65177328921352,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6517732892135, 39.2877895505658)"
5004M00000fWl3zQAC,20-00629817,SW-HGW,API,2020-09-14T12:53:30Z,Open,2020-09-14T12:53:30Z,2020-10-27T12:53:30Z,Solid Waste,Service Response,"2126 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28882154585512,-76.65093105026408,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6509310502641, 39.2888215458551)"
5004M00000fWle6QAC,20-00630072,SW-HGW,API,2020-09-14T13:58:51Z,Open,2020-09-14T13:58:51Z,2020-10-27T13:58:51Z,Solid Waste,Service Response,"2124 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288822983235946,-76.65088498234661,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6508849823466, 39.2888229832359)"
5004M00000fWlIKQA0,20-00629906,SW-HGW,API,2020-09-14T13:19:07Z,Open,2020-09-14T13:19:07Z,2020-10-27T13:19:07Z,Solid Waste,Service Response,"2122 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28882532829103,-76.65083668524738,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6508366852474, 39.288825328291)"
5004M00000fWlIVQA0,20-00629943,SW-HGW,API,2020-09-14T13:28:47Z,Open,2020-09-14T13:28:47Z,2020-10-27T13:28:47Z,Solid Waste,Service Response,"2120 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28882885139144,-76.65079497361461,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6507949736146, 39.2888288513914)"
5004M00000fWlYIQA0,20-00630027,SW-HGW,API,2020-09-14T13:48:13Z,Open,2020-09-14T13:48:13Z,2020-10-27T13:48:12Z,Solid Waste,Service Response,"2118 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288832716594,-76.65075037066686,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6507503706669, 39.288832716594)"
5004M00000fYtapQAC,20-00687180,SW-Boarding,API,2020-10-07T13:58:13Z,Open,2020-10-07T13:58:13Z,2020-10-19T13:58:13Z,Solid Waste,Service Response,"2102 HOLLINS ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28714996024143,-76.65019892682484,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6501989268248, 39.2871499602414)"
5004M00000fYtFvQAK,20-00687016,SW-Cleaning,API,2020-10-07T13:28:43Z,Open,2020-10-07T13:28:43Z,2020-11-24T13:28:43Z,Solid Waste,Service Response,"10 S PULASKI ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.287542514186306,-76.6502044252893,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6502044252893, 39.2875425141863)"
5004M00000fYtUHQA0,20-00687110,SW-HGW,API,2020-10-07T13:48:52Z,Open,2020-10-07T13:48:52Z,2020-11-24T13:48:52Z,Solid Waste,Service Response,"12 S PULASKI ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28744723597757,-76.65019911442924,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6501991144292, 39.2874472359776)"
5004M00000fZAkpQAG,20-00694968,SW-Boarding,API,2020-10-09T19:28:31Z,Open,2020-10-09T19:28:31Z,2020-10-21T19:28:31Z,Solid Waste,Service Response,"2209 W BALTIMORE ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.287785525347736,-76.65181205987133,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6518120598713, 39.2877855253477)"
5004M00000fZ9n8QAC,20-00694348,SW-HGW,API,2020-10-09T17:18:13Z,Open,2020-10-09T17:18:13Z,2020-11-26T17:18:13Z,Solid Waste,Service Response,"2112 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28884996516389,-76.650607311271,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.650607311271, 39.2888499651639)"
5004M00000fYovrQAC,20-00685643,HCD-Illegal Dumping,Phone,2020-10-06T18:37:31Z,Open,2020-10-16T16:54:33Z,2020-10-11T18:37:31Z,Housing,Service Response,"1100 STEELTON AVE, Baltimore City, 21224",21224,GRACELAND PARK,1,Southeastern,39.28129414249621,-76.53657168558205,NA,NA,NA,NA,2020-10-04,9S,1000 DUNDALK AV,SHOOTING,Outside,FIREARM,234,SOUTHEAST,GRACELAND PARK,STREET,1,18:00:00,NA,"c(-76.536571685582, 39.2812941424962)"
5004M00000e16X8QAI,20-00427272,SW-HGW,API,2020-07-09T15:38:11Z,Open,2020-07-09T15:38:11Z,2020-08-20T15:38:11Z,Solid Waste,Service Response,"2918 ELLICOTT DR, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.302149644370274,-76.66638907127131,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6663890712713, 39.3021496443703)"
5004M00000efFwvQAE,20-00505324,SW-HGW,API,2020-08-04T15:08:19Z,Open,2020-08-04T15:08:18Z,2020-09-16T15:08:18Z,Solid Waste,Service Response,"2906 BELMONT AVE, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30367281006808,-76.66613630743961,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6661363074396, 39.3036728100681)"
5004M00000efG5OQAU,20-00505392,SW-HGW,API,2020-08-04T15:23:35Z,Open,2020-08-04T15:23:35Z,2020-09-16T15:23:35Z,Solid Waste,Service Response,"2904 BELMONT AVE, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.303674305385556,-76.66608197941046,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6660819794105, 39.3036743053856)"
5004M00000efGNhQAM,20-00505524,SW-HGW,API,2020-08-04T15:53:28Z,Open,2020-08-04T15:53:28Z,2020-09-16T15:53:27Z,Solid Waste,Service Response,"1404 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30373052049432,-76.66570656643883,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6657065664388, 39.3037305204943)"
5004M00000en6NLQAY,20-00508367,SW-HGW,API,2020-08-05T14:18:09Z,Open,2020-08-05T14:18:09Z,2020-09-17T14:18:09Z,Solid Waste,Service Response,"1403 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30369243128193,-76.66518702638156,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6651870263816, 39.3036924312819)"
5004M00000eoNpRQAU,20-00553957,SW-HGW,API,2020-08-18T18:13:28Z,Open,2020-08-18T18:13:27Z,2020-09-30T18:13:27Z,Solid Waste,Service Response,"1401 BLOOMINGDALE RD, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.303955436107145,-76.66618757034381,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6661875703438, 39.3039554361071)"
5004M00000eoNe0QAE,20-00554210,SW-HGW,API,2020-08-18T18:54:02Z,Open,2020-08-18T18:54:02Z,2020-09-30T18:54:02Z,Solid Waste,Service Response,"2810 BELMONT AVE, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.303724158497815,-76.66444876717466,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6644487671747, 39.3037241584978)"
5004M00000eoOFeQAM,20-00554249,SW-HGW,API,2020-08-18T19:03:22Z,Open,2020-08-18T19:03:22Z,2020-09-30T19:03:22Z,Solid Waste,Service Response,"2802 BELMONT AVE, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30373054532431,-76.66423693696922,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6642369369692, 39.3037305453243)"
5004M00000eolalQAA,20-00567029,SW-HGW,API,2020-08-21T19:13:51Z,Open,2020-08-21T19:13:51Z,2020-10-05T19:13:51Z,Solid Waste,Service Response,"1416 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.304080700673225,-76.66573629070179,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6657362907018, 39.3040807006732)"
5004M00000eoldMQAQ,20-00567071,SW-HGW,API,2020-08-21T19:23:14Z,Open,2020-08-21T19:23:14Z,2020-10-05T19:23:14Z,Solid Waste,Service Response,"1417 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30408954291035,-76.66519317870255,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6651931787026, 39.3040895429103)"
5004M00000eoleJQAQ,20-00567077,SW-HGW,API,2020-08-21T19:23:39Z,Open,2020-08-21T19:23:39Z,2020-10-05T19:23:39Z,Solid Waste,Service Response,"1419 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.304135009390144,-76.66519695837957,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6651969583796, 39.3041350093901)"
5004M00000eolmhQAA,20-00567178,SW-HGW,API,2020-08-21T19:43:54Z,Open,2020-08-21T19:43:54Z,2020-10-05T19:43:54Z,Solid Waste,Service Response,"1420 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30419305640077,-76.66574785872058,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6657478587206, 39.3041930564008)"
5004M00000eoloPQAQ,20-00567231,SW-HGW,API,2020-08-21T19:53:55Z,Open,2020-08-21T19:53:55Z,2020-10-05T19:53:55Z,Solid Waste,Service Response,"1425 POPLAR GROVE ST, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.3043183540735,-76.66521920881401,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.665219208814, 39.3043183540735)"
5004M00000epKLMQA2,20-00586108,SW-HGW,API,2020-08-27T18:33:18Z,Open,2020-08-27T18:33:18Z,2020-10-09T18:33:18Z,Solid Waste,Service Response,"1409 BLOOMINGDALE RD, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30411618825391,-76.66619429375469,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6661942937547, 39.3041161882539)"
5004M00000epKSrQAM,20-00586201,SW-HGW,API,2020-08-27T18:43:13Z,Open,2020-08-27T18:43:13Z,2020-10-09T18:43:13Z,Solid Waste,Service Response,"1405 BLOOMINGDALE RD, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30403152900638,-76.66618500181877,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6661850018188, 39.3040315290064)"
5004M00000epKTRQA2,20-00586212,SW-HGW,API,2020-08-27T18:44:10Z,Open,2020-08-27T18:44:10Z,2020-10-09T18:44:10Z,Solid Waste,Service Response,"1407 BLOOMINGDALE RD, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.30406285342457,-76.66618183461496,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.666181834615, 39.3040628534246)"
5004M00000eprgxQAA,20-00602994,SW-HGW,API,2020-09-02T18:23:11Z,Open,2020-09-02T18:23:10Z,2020-10-16T18:23:10Z,Solid Waste,Service Response,"1226 OAKHURST PL, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30230966541163,-76.6646150370981,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6646150370981, 39.3023096654116)"
5004M00000eprkQQAQ,20-00603020,SW-HGW,API,2020-09-02T18:33:10Z,Open,2020-09-02T18:33:10Z,2020-10-16T18:33:10Z,Solid Waste,Service Response,"1228 OAKHURST PL, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30233852614252,-76.66471821400414,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6647182140041, 39.3023385261425)"
5004M00000fXN9sQAG,20-00647340,SW-HGW,API,2020-09-21T14:28:20Z,Open,2020-09-21T14:28:20Z,2020-11-04T14:28:20Z,Solid Waste,Service Response,"2909 BELMONT AVE, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30332963746555,-76.6657670164412,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6657670164412, 39.3033296374656)"
5004M00000fXO3LQAW,20-00647111,SW-HGW,API,2020-09-21T13:58:20Z,Open,2020-09-21T13:58:20Z,2020-11-04T13:58:20Z,Solid Waste,Service Response,"2903 BELMONT AVE, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.303331656971814,-76.66561569141588,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6656156914159, 39.3033316569718)"
5004M00000fXOsTQAW,20-00647552,SW-HGW,API,2020-09-21T15:13:12Z,Open,2020-09-21T15:13:11Z,2020-11-04T15:13:11Z,Solid Waste,Service Response,"2915 BELMONT AVE, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30332255539919,-76.66592109483707,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6659210948371, 39.3033225553992)"
5004M00000fXOinQAG,20-00647484,SW-HGW,API,2020-09-21T14:58:10Z,Open,2020-09-21T14:58:10Z,2020-11-04T14:58:10Z,Solid Waste,Service Response,"2911 BELMONT AVE, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.303325333599744,-76.6658173082167,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6658173082167, 39.3033253335997)"
5004M00000fXOzyQAG,20-00647599,SW-HGW,API,2020-09-21T15:23:55Z,Open,2020-09-21T15:23:55Z,2020-11-04T15:23:55Z,Solid Waste,Service Response,"2920 ELLICOTT DR, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30215030374458,-76.66643947064347,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6664394706435, 39.3021503037446)"
5004M00000fXPFrQAO,20-00647721,SW-HGW,API,2020-09-21T15:48:19Z,Open,2020-09-21T15:48:19Z,2020-11-04T15:48:19Z,Solid Waste,Service Response,"2943 BELMONT AVE, Baltimore City, 21216",21216,ROSEMONT,9,Southwestern,39.30323402543133,-76.66704473487917,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6670447348792, 39.3032340254313)"
5004M00000fXkCrQAK,20-00656895,SW-HGW,API,2020-09-24T13:48:29Z,Open,2020-09-24T13:48:29Z,2020-11-09T13:48:29Z,Solid Waste,Service Response,"1320 BLOOMINGDALE RD, Baltimore City, 21216",21216,ROSEMONT,9,Southwestern,39.30310585299694,-76.66628587781194,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6662858778119, 39.3031058529969)"
5004M00000fXmL2QAK,20-00658000,SW-HGW,API,2020-09-24T17:28:10Z,Open,2020-09-24T17:28:10Z,2020-11-09T17:28:10Z,Solid Waste,Service Response,"2812 BELMONT AVE, Baltimore City, 21216",21216,NORTHWEST COMMUNITY ACTION,9,Southwestern,39.3037208974918,-76.66450363594592,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6645036359459, 39.3037208974918)"
5004M00000fYOHsQAO,20-00674348,SW-HGW,API,2020-10-01T14:53:14Z,Open,2020-10-01T14:53:14Z,2020-11-17T14:53:14Z,Solid Waste,Service Response,"1301 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30254963351922,-76.66517156281243,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6651715628124, 39.3025496335192)"
5004M00000fYlsFQAS,20-00684465,SW-HGW,API,2020-10-06T14:23:23Z,Open,2020-10-06T14:23:23Z,2020-11-20T14:23:23Z,Solid Waste,Service Response,"1343 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30332608125848,-76.66522895596651,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6652289559665, 39.3033260812585)"
