srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,vri_name1,geometry
5004M00000epyPpQAI,20-00605902,SW-HGW,API,2020-09-03T16:43:37Z,Open,2020-09-03T16:43:37Z,2020-10-19T16:43:37Z,Solid Waste,Service Response,"1612 ELMTREE ST, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22474390604717,-76.58760722979324,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5876072297932, 39.2247439060472)"
5004M00000epyZBQAY,20-00605981,HCD-Illegal Dumping,Phone,2020-09-03T17:01:10Z,New,2020-09-03T17:01:10Z,2020-09-08T17:01:10Z,Housing,Service Response,"4625 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.223947163925295,-76.5881725949858,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881725949858, 39.2239471639253)"
5004M00000eq619QAA,20-00609733,SW-HGW,API,2020-09-04T18:38:48Z,Open,2020-09-04T18:38:48Z,2020-10-20T18:38:48Z,Solid Waste,Service Response,"4623 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22398869347144,-76.58817419238216,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881741923822, 39.2239886934714)"
5004M00000fZ1wLQAS,20-00690997,SW-HGW,API,2020-10-08T15:18:13Z,Open,2020-10-08T15:18:13Z,2020-11-25T15:18:13Z,Solid Waste,Service Response,"4710 CURTIS AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22350412508273,-76.58685515131467,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5868551513147, 39.2235041250827)"
5004M00000dzqCvQAI,20-00386166,SW-HGW,API,2020-06-25T18:18:28Z,Open,2020-06-25T18:18:28Z,2020-08-07T18:18:27Z,Solid Waste,Service Response,"916 FREEMAN ST, Baltimore City, 21225",21225,FAIRFIELD AREA,10,Southern,39.23525325662456,-76.59657307063023,NA,NA,NA,NA,2020-10-23,21:12:00,9S,3600 9TH ST,SHOOTING,Outside,FIREARM,912,SOUTHERN,BROOKLYN,STREET,1,Brooklyn,"c(-76.5965730706302, 39.2352532566246)"
5004M00000epz5bQAA,20-00606239,HCD-Illegal Dumping,API,2020-09-03T18:17:36Z,New,2020-09-03T18:17:36Z,2020-09-08T18:17:35Z,Housing,Service Response,"3608 9TH ST, Baltimore City, 21225",21225,BROOKLYN,10,Southern,39.23432633635648,-76.59824634468359,NA,NA,NA,NA,2020-10-23,21:12:00,9S,3600 9TH ST,SHOOTING,Outside,FIREARM,912,SOUTHERN,BROOKLYN,STREET,1,Brooklyn,"c(-76.5982463446836, 39.2343263363565)"
5004M00000fa3fpQAA,20-00718076,HCD-Illegal Dumping,API,2020-10-20T19:02:51Z,New,2020-10-20T19:02:51Z,2020-10-25T19:02:51Z,Housing,Service Response,"3541 9TH ST, Baltimore City, 21225",21225,FAIRFIELD AREA,10,Southern,39.23561736918957,-76.5971020267734,NA,NA,NA,NA,2020-10-23,21:12:00,9S,3600 9TH ST,SHOOTING,Outside,FIREARM,912,SOUTHERN,BROOKLYN,STREET,1,Brooklyn,"c(-76.5971020267734, 39.2356173691896)"
5004M00000faRLNQA2,20-00727920,HCD-Sanitation Property,Phone,2020-10-24T13:52:22Z,Open,2020-10-24T13:52:22Z,2020-11-03T13:52:22Z,Housing,Service Response,"911 E PATAPSCO AVE, Baltimore City, 21225",21225,BROOKLYN,10,Southern,39.23458569944909,-76.59747917784469,NA,NA,NA,NA,2020-10-23,21:12:00,9S,3600 9TH ST,SHOOTING,Outside,FIREARM,912,SOUTHERN,BROOKLYN,STREET,1,Brooklyn,"c(-76.5974791778447, 39.2345856994491)"
5004M00000dz5XuQAI,20-00361370,SW-Cleaning,API,2020-06-17T16:38:30Z,Open,2020-06-17T16:38:29Z,2020-07-29T16:38:29Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000e0843QAA,20-00395441,SW-HGW,API,2020-06-29T19:38:20Z,Open,2020-06-29T19:38:20Z,2020-08-11T19:38:20Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000e0LkMQAU,20-00402246,SW-HGW,API,2020-07-01T15:33:19Z,Open,2020-07-01T15:33:19Z,2020-08-13T15:33:19Z,Solid Waste,Service Response,"538 SHERIDAN AVE, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35465133081623,-76.60840740492058,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6084074049206, 39.3546513308162)"
5004M00000e0S27QAE,20-00405478,SW-Cleaning,API,2020-07-02T13:23:30Z,Open,2020-07-02T13:23:30Z,2020-08-14T13:23:30Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000eeZxoQAE,20-00483609,SW-Cleaning,API,2020-07-28T14:23:26Z,Open,2020-07-28T14:23:26Z,2020-09-09T14:23:26Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000en6JyQAI,20-00508373,SW-Cleaning,API,2020-08-05T14:18:35Z,Open,2020-08-05T14:18:35Z,2020-09-17T14:18:35Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000entjeQAA,20-00536635,SW-Cleaning,API,2020-08-13T12:47:02Z,Open,2020-08-13T12:47:01Z,2020-09-25T12:47:01Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000epJt3QAE,20-00585815,SW-Cleaning,API,2020-08-27T17:33:19Z,Open,2020-08-27T17:33:19Z,2020-10-09T17:33:19Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000epQuNQAU,20-00589619,SW-HGW,API,2020-08-28T15:48:11Z,Open,2020-08-28T15:48:11Z,2020-10-13T15:48:11Z,Solid Waste,Service Response,"530 SHERIDAN AVE, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35467990462274,-76.60866774741855,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6086677474186, 39.3546799046227)"
5004M00000eq6jZQAQ,20-00610251,SW-Cleaning,API,2020-09-04T20:08:28Z,Open,2020-09-04T20:08:28Z,2020-10-20T20:08:28Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000eqIzBQAU,20-00615319,SW-Cleaning,API,2020-09-08T15:19:07Z,Open,2020-09-08T15:19:07Z,2020-10-21T15:19:07Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fWo0eQAC,20-00631241,SW-Cleaning,API,2020-09-14T18:28:42Z,Open,2020-09-14T18:28:42Z,2020-10-27T18:28:41Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fXDfvQAG,20-00641923,SW-Cleaning,API,2020-09-18T13:13:20Z,Open,2020-09-18T13:13:20Z,2020-11-02T13:13:20Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fXYGVQA4,20-00652251,SW-Cleaning,API,2020-09-22T19:03:45Z,Open,2020-09-22T19:03:45Z,2020-11-05T19:03:45Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fYQ5xQAG,20-00675221,SW-Cleaning,API,2020-10-01T18:23:12Z,Open,2020-10-01T18:23:12Z,2020-11-17T18:23:12Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fYfWgQAK,20-00681782,SW-Cleaning,API,2020-10-05T15:43:51Z,Open,2020-10-05T15:43:51Z,2020-11-19T15:43:51Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fZbNWQA0,20-00705202,SW-Cleaning,API,2020-10-15T12:13:10Z,Open,2020-10-15T12:13:10Z,2020-12-01T12:13:10Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fZltTQAS,20-00709787,SW-HGW,API,2020-10-16T19:33:11Z,Open,2020-10-16T19:33:11Z,2020-12-02T19:33:11Z,Solid Waste,Service Response,"524 SHERIDAN AVE, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35470758454943,-76.6088617855531,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6088617855531, 39.3547075845494)"
5004M00000fa2zcQAA,20-00717649,SW-Cleaning,API,2020-10-20T17:28:32Z,Open,2020-10-20T17:28:32Z,2020-12-04T17:28:32Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fa1wnQAA,20-00717169,SW-Cleaning,API,2020-10-20T15:28:37Z,Open,2020-10-20T15:28:37Z,2020-12-04T15:28:37Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fZu9xQAC,20-00713628,SW-Cleaning,API,2020-10-19T15:33:38Z,Open,2020-10-19T15:33:37Z,2020-12-03T15:33:37Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000fZtQDQA0,20-00713087,SW-Cleaning,API,2020-10-19T14:23:42Z,Open,2020-10-19T14:23:41Z,2020-12-03T14:23:41Z,Solid Waste,Service Response,"5225 YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35373866020641,-76.60956338741066,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6095633874107, 39.3537386602064)"
5004M00000faMIqQAM,20-00725296,SW-Dirty Street,Phone,2020-10-23T12:31:14Z,New,2020-10-23T12:31:14Z,2020-11-04T12:31:14Z,Solid Waste,Service Response,"GLENWOOD AVE & YORK RD, Baltimore City, 21212",21212,WOODBOURNE-MCCABE,4,Northern,39.35402550458575,-76.6098289662787,NA,NA,NA,NA,2020-10-23,23:23:07,1A,500 SHERIDAN AV,HOMICIDE,Outside,FIREARM,523,NORTHERN,WOODBOURNE-MCCABE,STREET,1,NA,"c(-76.6098289662787, 39.3540255045857)"
5004M00000e068NQAQ,20-00394243,SW-HGW,API,2020-06-29T15:43:28Z,Open,2020-06-29T15:43:28Z,2020-08-11T15:43:28Z,Solid Waste,Service Response,"1623 CLIFTVIEW AVE, Baltimore City, 21213",21213,DARLEY PARK,12,Eastern,39.31507719644103,-76.59530934251502,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.595309342515, 39.315077196441)"
5004M00000e1mnvQAA,20-00449552,SW-HGW,API,2020-07-16T20:29:21Z,Open,2020-07-16T20:29:21Z,2020-08-27T20:29:21Z,Solid Waste,Service Response,"2329 SHERWOOD AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31593382575205,-76.59724810163421,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5972481016342, 39.315933825752)"
5004M00000epqBeQAI,20-00602157,SW-Cleaning,API,2020-09-02T15:28:11Z,Open,2020-09-02T15:28:11Z,2020-10-16T15:28:11Z,Solid Waste,Service Response,"2213 HARFORD RD, Baltimore City, 21218",21218,DARLEY PARK,14,Eastern,39.31540837339706,-76.59643289703158,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5964328970316, 39.3154083733971)"
5004M00000epsXXQAY,20-00603509,SW-HGW,API,2020-09-02T20:28:52Z,Open,2020-09-02T20:28:52Z,2020-10-16T20:28:52Z,Solid Waste,Service Response,"1648 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31580565055877,-76.5942706789926,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5942706789926, 39.3158056505588)"
5004M00000epseoQAA,20-00603585,SW-HGW,API,2020-09-02T20:48:30Z,Open,2020-09-02T20:48:30Z,2020-10-16T20:48:29Z,Solid Waste,Service Response,"1644 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31583184344465,-76.59435649145546,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5943564914555, 39.3158318434446)"
5004M00000epsfqQAA,20-00603581,SW-HGW,API,2020-09-02T20:48:11Z,Open,2020-09-02T20:48:11Z,2020-10-16T20:48:11Z,Solid Waste,Service Response,"1624 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.315964912905834,-76.59477682188812,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5947768218881, 39.3159649129058)"
5004M00000epsfvQAA,20-00603582,SW-Cleaning,API,2020-09-02T20:48:20Z,Open,2020-09-02T20:48:19Z,2020-10-16T20:48:19Z,Solid Waste,Service Response,"1636 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31588611629603,-76.59452659623368,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5945265962337, 39.315886116296)"
5004M00000epsiVQAQ,20-00603608,SW-Cleaning,API,2020-09-02T20:58:10Z,Open,2020-09-02T20:58:10Z,2020-10-16T20:58:10Z,Solid Waste,Service Response,"1652 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31577807822873,-76.59418488032419,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5941848803242, 39.3157780782287)"
5004M00000eq7DFQAY,20-00610549,HCD-Illegal Dumping,API,2020-09-04T22:17:04Z,New,2020-09-04T22:17:04Z,2020-09-09T22:17:04Z,Housing,Service Response,"1424 DARLEY AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31498374185748,-76.59626071205155,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5962607120515, 39.3149837418575)"
5004M00000fWlD0QAK,20-00629872,SW-HGW,API,2020-09-14T13:08:19Z,Open,2020-09-14T13:08:19Z,2020-10-27T13:08:19Z,Solid Waste,Service Response,"1602 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31611185681646,-76.59524572806772,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5952457280677, 39.3161118568165)"
5004M00000fWlDKQA0,20-00629874,SW-HGW,API,2020-09-14T13:08:28Z,Open,2020-09-14T13:08:28Z,2020-10-27T13:08:28Z,Solid Waste,Service Response,"1604 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.316099096957906,-76.59520167413876,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5952016741388, 39.3160990969579)"
5004M00000fWlI0QAK,20-00629903,SW-HGW,API,2020-09-14T13:18:53Z,Open,2020-09-14T13:18:53Z,2020-10-27T13:18:53Z,Solid Waste,Service Response,"1606 NORMAL AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.316085677725034,-76.59515814439857,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5951581443986, 39.316085677725)"
5004M00000fXXPpQAO,20-00651640,SW-Cleaning,API,2020-09-22T16:48:45Z,Open,2020-09-22T16:48:45Z,2020-11-05T16:48:45Z,Solid Waste,Service Response,"1233 CLIFTVIEW AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.316352186338435,-76.59748649993433,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5974864999343, 39.3163521863384)"
5004M00000fXYMwQAO,20-00652252,SW-HGW,API,2020-09-22T19:03:56Z,Open,2020-09-22T19:03:56Z,2020-11-05T19:03:56Z,Solid Waste,Service Response,"1241 CLIFTVIEW AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31624061689406,-76.59730309731432,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5973030973143, 39.3162406168941)"
5004M00000fY7dPQAS,20-00667710,SW-HGW,API,2020-09-29T13:04:21Z,Open,2020-09-29T13:04:21Z,2020-11-13T13:04:21Z,Solid Waste,Service Response,"1604 CLIFTVIEW AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.315327755920954,-76.59546606944369,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5954660694437, 39.315327755921)"
5004M00000fY7fjQAC,20-00667708,SW-HGW,API,2020-09-29T13:04:02Z,Open,2020-09-29T13:04:01Z,2020-11-13T13:04:01Z,Solid Waste,Service Response,"1516 CLIFTVIEW AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31537627924903,-76.59564462745578,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5956446274558, 39.315376279249)"
5004M00000fYJV8QAO,20-00672839,SW-HGW,API,2020-09-30T20:18:12Z,Open,2020-09-30T20:18:12Z,2020-11-16T20:18:12Z,Solid Waste,Service Response,"1414 DARLEY AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31512568666245,-76.59642518869757,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5964251886976, 39.3151256866624)"
5004M00000fYJWRQA4,20-00672841,SW-HGW,API,2020-09-30T20:18:30Z,Open,2020-09-30T20:18:30Z,2020-11-16T20:18:30Z,Solid Waste,Service Response,"1422 DARLEY AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.315035048903894,-76.59628027532874,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5962802753287, 39.3150350489039)"
5004M00000fYJYuQAO,20-00672815,SW-HGW,API,2020-09-30T20:08:51Z,Open,2020-09-30T20:08:51Z,2020-11-16T20:08:51Z,Solid Waste,Service Response,"1404 DARLEY AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31523026508377,-76.596608704432,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.596608704432, 39.3152302650838)"
5004M00000fYJZ9QAO,20-00672819,SW-HGW,API,2020-09-30T20:09:09Z,Open,2020-09-30T20:09:09Z,2020-11-16T20:09:09Z,Solid Waste,Service Response,"1408 DARLEY AVE, Baltimore City, 21213",21213,DARLEY PARK,14,Eastern,39.31518720711349,-76.59653754166622,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5965375416662, 39.3151872071135)"
5004M00000fYhDCQA0,20-00682799,SW-HGW,API,2020-10-05T18:53:25Z,Open,2020-10-05T18:53:25Z,2020-11-19T18:53:25Z,Solid Waste,Service Response,"1617 CLIFTVIEW AVE, Baltimore City, 21213",21213,DARLEY PARK,12,Eastern,39.315077872368676,-76.59544668273534,NA,NA,NA,NA,2020-10-23,20:41:00,9S,1600 NORMAL AV,SHOOTING,Outside,FIREARM,312,EASTERN,DARLEY PARK,STREET,1,Eastern 1,"c(-76.5954466827353, 39.3150778723687)"
